,category,sub_category,brand,sale_price,market_price,type,rating
8619,"Kitchen, Garden & Pets",Cookware & Non Stick,Prestige,3219.0,3780.0,Pressure Cookers,3.9434095831792573
8620,Snacks & Branded Foods,Ready To Cook & Eat,FarmVeda,145.0,145.0,Breakfast & Snack Mixes,4.1
8621,"Foodgrains, Oil & Masala",Dals & Pulses,bb Royal,134.0,140.0,Urad & Other Dals,3.9434095831792573
8622,Beauty & Hygiene,Hair Care,K.P. Namboodiris,50.0,50.0,Shampoo & Conditioner,4.6
8623,Gourmet & World Food,Drinks & Beverages,Mlesna,350.0,350.0,Gourmet Tea & Tea Bags,3.9434095831792573
8624,Fruits & Vegetables,Fresh Vegetables,Fresho,13.0,16.25,Organic Vegetables,3.9434095831792573
8625,Snacks & Branded Foods,Ready To Cook & Eat,Fryums,40.0,40.0,"Papads, Ready To Fry",4.0
8626,Gourmet & World Food,Bakery Snacks,Epigamia ,80.0,80.0,Flavoured & Greek Yogurt,3.6
8627,Cleaning & Household,Party & Festive Needs,DP,125.0,125.0,Seasonal Accessories,4.1
8628,"Kitchen, Garden & Pets",Steel Utensils,BB Home,119.0,169.0,Plates & Tumblers,3.9
8629,Gourmet & World Food,Chocolates & Biscuits,Delfi,275.0,275.0,"Cookies, Biscotti, Wafer",3.9434095831792573
8630,Beauty & Hygiene,Fragrances & Deos,Fogg ,276.0,460.0,Men's Deodorants,3.9434095831792573
8631,Gourmet & World Food,Cereals & Breakfast,Yoga bar,119.4,199.0,Imported Oats & Porridge,3.9434095831792573
8632,Snacks & Branded Foods,"Spreads, Sauces, Ketchup",NUTRIWISH,800.0,800.0,Choco & Nut Spread,1.0
8633,Fruits & Vegetables,Herbs & Seasonings,Fresho,15.0,18.75,"Lemon, Ginger & Garlic",3.9434095831792573
8634,Beauty & Hygiene,Bath & Hand Wash,Savlon,50.0,50.0,Hand Wash & Sanitizers,4.1
8635,Gourmet & World Food,Chocolates & Biscuits,Harveys,89.1,99.0,"Cookies, Biscotti, Wafer",3.9
8636,Beverages,Fruit Juices & Drinks,Kapiva Ayurveda,280.0,280.0,Juices,3.9434095831792573
8637,Beauty & Hygiene,Fragrances & Deos,Red Hunt,159.2,199.0,Body Sprays & Mists,3.9434095831792573
8638,Beauty & Hygiene,Health & Medicine,Bixa Botanical,345.0,345.0,Ayurveda,3.9434095831792573
8639,Fruits & Vegetables,Fresh Fruits,Fresho,135.0,168.75,Seasonal Fruits,3.9434095831792573
8640,Beauty & Hygiene,Skin Care,Nuface Ultra,315.0,450.0,Face Care,3.5
8641,Gourmet & World Food,"Snacks, Dry Fruits, Nuts",Happilo,549.75,775.0,Dry Fruits & Berries,3.9434095831792573
8642,"Kitchen, Garden & Pets",Storage & Accessories,Tedemei,829.0,995.0,Lunch Boxes,4.1
8643,Gourmet & World Food,"Sauces, Spreads & Dips",Chabaa,199.0,199.0,"Jams, Marmalade, Spreads",4.7
8644,Cleaning & Household,All Purpose Cleaners,BB Home,86.0,86.0,Toilet Cleaners,3.9434095831792573
8645,Beauty & Hygiene,Feminine Hygiene,Peesafe,175.0,199.0,Panty Liners,3.5
8646,"Eggs, Meat & Fish","Sausages, Bacon & Salami",Fresho,197.6,260.0,Chicken Sausages,3.9434095831792573
8647,Beauty & Hygiene,Skin Care,StBotanica,370.0,389.0,Aromatherapy,4.9
8648,Beauty & Hygiene,Skin Care,Organic Harvest,395.25,465.0,Body Care,3.9434095831792573
8649,Beverages,Fruit Juices & Drinks,Mapro,594.0,594.0,Syrups & Concentrates,4.1
8650,Snacks & Branded Foods,"Spreads, Sauces, Ketchup",Weikfield,44.0,50.0,Vinegar,4.1
8651,"Bakery, Cakes & Dairy",Dairy,Amul,142.56,150.0,Milk,4.4
8652,Beauty & Hygiene,Fragrances & Deos,Engage,146.3,190.0,Men's Deodorants,3.8
8653,"Foodgrains, Oil & Masala",Masalas & Spices,Valley Spice,95.0,95.0,Blended Masalas,3.1
8654,Beverages,Energy & Soft Drinks,Appy Fizz,10.0,10.0,Cold Drinks,4.2
8655,"Bakery, Cakes & Dairy",Gourmet Breads,Fresho Signature,109.0,109.0,"Croissants, Bagels",3.9434095831792573
8656,Snacks & Branded Foods,Breakfast Cereals,Bagrrys,320.0,320.0,Muesli,4.0
8657,Baby Care,Diapers & Wipes,Bella,417.0,417.0,Baby Wipes,3.9434095831792573
8658,Cleaning & Household,Bins & Bathroom Ware,Cello,179.0,242.0,Buckets & Mugs,3.9434095831792573
8659,Cleaning & Household,Pooja Needs,Raju Candles,89.0,89.0,Candles & Match Box,4.0
8660,Gourmet & World Food,"Sauces, Spreads & Dips",HappyChef,149.0,189.0,Salad Dressings,3.9434095831792573
8661,"Foodgrains, Oil & Masala",Organic Staples,bb Royal,539.0,789.0,"Organic Rice, Other Rice",3.9434095831792573
8662,Cleaning & Household,Fresheners & Repellents,Air wick,999.0,999.0,Air Freshener,3.4
8663,Beverages,Energy & Soft Drinks,Coca-Cola,95.0,95.0,Cold Drinks,4.2
8664,Beauty & Hygiene,Skin Care,Mamaearth,249.0,249.0,Face Care,4.8
8665,Beverages,Tea,Teamonk,212.5,425.0,Tea Bags,3.9434095831792573
8666,Beauty & Hygiene,Health & Medicine,Meghdoot,325.0,325.0,Ayurveda,3.9434095831792573
8667,"Foodgrains, Oil & Masala",Edible Oils & Ghee,Live Yum,599.0,599.0,Ghee & Vanaspati,4.5
8668,"Kitchen, Garden & Pets",Storage & Accessories,Princeware,69.0,104.0,Containers Sets,4.2
8669,Beauty & Hygiene,Makeup,Lakme,400.0,500.0,Face,4.0
8670,Beauty & Hygiene,Skin Care,StBotanica,318.0,449.0,Face Care,4.0
8671,Beauty & Hygiene,Hair Care,DrNatcure,269.1,299.0,Shampoo & Conditioner,3.9434095831792573
8672,Cleaning & Household,Pooja Needs,Cycle,72.0,72.0,"Agarbatti, Incense Sticks",4.3
8673,"Kitchen, Garden & Pets",Crockery & Cutlery,Laopala Diva,225.0,225.0,Plates & Bowls,3.9434095831792573
8674,Gourmet & World Food,"Snacks, Dry Fruits, Nuts",Nummy,120.0,120.0,"Healthy, Baked Snacks",3.9434095831792573
8675,Snacks & Branded Foods,"Spreads, Sauces, Ketchup",Bagrrys,425.0,425.0,Choco & Nut Spread,4.1
8676,Baby Care,Diapers & Wipes,Himalaya,130.0,130.0,Diapers,5.0
8677,Gourmet & World Food,Chocolates & Biscuits,Skittles,29.0,30.0,International Chocolates,3.3
8678,Fruits & Vegetables,Fresh Vegetables,Fresho,25.0,31.25,Cut & Peeled Veggies,3.9434095831792573
8679,Beauty & Hygiene,Men's Grooming,Beardo,638.0,750.0,Bath & Shower,5.0
8680,Beauty & Hygiene,Fragrances & Deos,Bentley,5040.0,5600.0,Eau De Toilette,3.9434095831792573
8681,Beauty & Hygiene,Fragrances & Deos,Brut,275.0,275.0,Men's Deodorants,3.0
8682,"Kitchen, Garden & Pets",Storage & Accessories,Princeware,169.0,267.0,Containers Sets,3.5
8683,Snacks & Branded Foods,"Noodle, Pasta, Vermicelli",MTR,90.0,105.0,Vermicelli,4.2
8684,"Foodgrains, Oil & Masala",Masalas & Spices,Tasty Tales,60.0,120.0,Blended Masalas,4.3
8685,Beauty & Hygiene,Fragrances & Deos,Dorall Collection,419.3,599.0,Eau De Toilette,2.6
8686,Beauty & Hygiene,Health & Medicine,NUTRIWISH,800.0,800.0,Supplements & Proteins,3.9434095831792573
8687,"Foodgrains, Oil & Masala",Masalas & Spices,Mdh,62.0,62.0,Blended Masalas,4.2
8688,Cleaning & Household,Stationery,Vijay,64.0,65.0,"Notebooks, Files, Folders",4.2
8689,Beauty & Hygiene,Health & Medicine,Sri Sri Tattva,225.0,225.0,Ayurveda,3.9434095831792573
8690,Cleaning & Household,Bins & Bathroom Ware,Nakoda,39.0,45.0,"Laundry, Storage Baskets",3.0
8691,Snacks & Branded Foods,Snacks & Namkeen,Haldirams ,10.0,10.0,Namkeen & Savoury Snacks,4.2
8692,Beauty & Hygiene,Health & Medicine,ORGANIC INDIA,205.0,205.0,Supplements & Proteins,4.8
8693,Cleaning & Household,Stationery,Zebronics,340.0,399.0,Electronic Accessories,3.9434095831792573
8694,Beauty & Hygiene,Skin Care,BIOTIQUE,150.0,200.0,Body Care,4.3
8695,"Kitchen, Garden & Pets",Storage & Accessories,Princeware,325.0,325.0,Containers Sets,3.5
8696,Beverages,Fruit Juices & Drinks,Real Activ,149.0,149.0,"Unsweetened, Cold Press",4.7
8697,Gourmet & World Food,Chocolates & Biscuits,Lindberg,159.0,229.0,"Luxury Chocolates, Gifts",3.9434095831792573
8698,Beauty & Hygiene,Skin Care,Lever Ayush,52.8,55.0,Face Care,4.1
8699,Cleaning & Household,All Purpose Cleaners,TYDIBOWL,105.0,150.0,Toilet Cleaners,4.3
8700,Beauty & Hygiene,Health & Medicine,Baidyanath,63.0,63.0,Ayurveda,3.9434095831792573
8701,"Bakery, Cakes & Dairy","Cookies, Rusk & Khari",Cookie Man,225.0,250.0,"Bakery Biscuits, Cookies",3.9434095831792573
8702,Cleaning & Household,Stationery,QIPS,200.0,249.0,Exam Pads & Pencil Box,5.0
8703,Beverages,"Health Drink, Supplement",Horlicks,240.0,240.0,Men & Women,4.4
8704,"Foodgrains, Oil & Masala",Organic Staples,Pro Nature,79.2,88.0,Organic Dals & Pulses,4.1
8705,"Kitchen, Garden & Pets",Storage & Accessories,Asian,129.0,252.0,Containers Sets,4.1
8706,Beauty & Hygiene,Skin Care,Jovees,142.5,150.0,Lip Care,3.1
8707,"Foodgrains, Oil & Masala","Atta, Flours & Sooji",Eastern jackfruit365,114.0,120.0,Rice & Other Flours,4.3
8708,"Eggs, Meat & Fish",Fish & Seafood,H.S. Dry Fish,75.0,75.0,Dry Fish,3.9434095831792573
8709,Beauty & Hygiene,Men's Grooming,Jovan,209.0,220.0,Men's Deodorants,3.9
8710,"Kitchen, Garden & Pets",Cookware & Non Stick,Fackelmann,999.0,999.0,Kadai & Fry Pans,3.9434095831792573
8711,Beverages,Tea,Red Label,134.0,160.0,Leaf & Dust Tea,4.2
8712,Beauty & Hygiene,Bath & Hand Wash,Himalaya,45.0,50.0,Hand Wash & Sanitizers,4.3
8713,Gourmet & World Food,Drinks & Beverages,D-Alive,399.0,399.0,Health Drinks,3.0
8714,"Kitchen, Garden & Pets",Crockery & Cutlery,Rslee,299.0,299.0,"Cups, Mugs & Tumblers",5.0
8715,Beauty & Hygiene,Skin Care,Vegetal,545.0,545.0,Face Care,3.9434095831792573
8716,Gourmet & World Food,Cooking & Baking Needs,Puramate,81.0,90.0,"Herbs, Seasonings & Rubs",4.7
8717,Gourmet & World Food,"Snacks, Dry Fruits, Nuts",4700BC,68.0,80.0,Gourmet Popcorn,3.9434095831792573
8718,Gourmet & World Food,Cooking & Baking Needs,Nutty Yogi,50.0,50.0,Flours & Pre-Mixes,3.9
8719,Beauty & Hygiene,Hair Care,Matrix,615.0,615.0,Shampoo & Conditioner,3.8
8720,Gourmet & World Food,Chocolates & Biscuits,Toblerone,225.0,225.0,"Luxury Chocolates, Gifts",3.4
8721,Beauty & Hygiene,Health & Medicine,Bixa Botanical,245.0,245.0,Ayurveda,3.9434095831792573
8722,Cleaning & Household,Pooja Needs,DP,349.0,539.0,Candles & Match Box,4.0
8723,Gourmet & World Food,Cooking & Baking Needs,Geo-Fresh,950.0,950.0,"Herbs, Seasonings & Rubs",4.7
8724,"Bakery, Cakes & Dairy",Non Dairy,Sofit ,362.36,435.0,"Flavoured, Soya Milk",4.1
8725,Snacks & Branded Foods,Ready To Cook & Eat,Ambika,120.0,120.0,"Papads, Ready To Fry",3.9
8726,Gourmet & World Food,"Snacks, Dry Fruits, Nuts",Disano,129.0,210.0,Dry Fruits & Berries,3.9434095831792573
8727,"Kitchen, Garden & Pets",Pet Food & Accessories,Drools,29.75,35.0,Pet Meals & Treats,4.0
8728,Gourmet & World Food,Drinks & Beverages,Davidoff,550.0,550.0,Coffee & Pre-Mix,3.9434095831792573
8729,Cleaning & Household,All Purpose Cleaners,Astonish,1050.0,1050.0,Imported Cleaners,4.0
8730,Beauty & Hygiene,Skin Care,BIOTIQUE,296.25,395.0,Face Care,3.0
8731,Beauty & Hygiene,Health & Medicine,Sri Sri Tattva,60.0,60.0,Ayurveda,3.9434095831792573
8732,Gourmet & World Food,"Snacks, Dry Fruits, Nuts",REGENCY,375.0,425.0,Dry Fruits & Berries,3.9434095831792573
8733,Beauty & Hygiene,Skin Care,Ponds,134.4,140.0,Face Care,4.2
8734,Snacks & Branded Foods,Ready To Cook & Eat,Aaha Oho,75.0,75.0,Breakfast & Snack Mixes,2.0
8735,"Foodgrains, Oil & Masala",Organic Staples,Organic Tattva,57.0,60.0,Organic Flours,4.3
8736,Beauty & Hygiene,Skin Care,Garnier,90.0,120.0,Face Care,4.2
8737,"Foodgrains, Oil & Masala",Masalas & Spices,bb Royal,38.0,45.0,Organic Masalas & Spices,4.2
8738,Gourmet & World Food,"Snacks, Dry Fruits, Nuts",Happilo,196.0,245.0,Dry Fruits & Berries,3.9434095831792573
8739,"Bakery, Cakes & Dairy",Breads & Buns,Fresho,80.58,89.0,"Brown, Wheat & Multigrain",3.9434095831792573
8740,Snacks & Branded Foods,Snacks & Namkeen,Kiara Foods,45.0,45.0,Chips & Corn Snacks,4.8
8741,Beverages,Fruit Juices & Drinks,Mrs Bector'S Cremica,235.0,235.0,Syrups & Concentrates,2.0
8742,Beauty & Hygiene,Health & Medicine,Tiger Balm,47.0,47.0,Everyday Medicine,3.9
8743,Beauty & Hygiene,Health & Medicine,Bella,120.0,129.0,Cotton & Ear Buds,3.9434095831792573
8744,"Kitchen, Garden & Pets",Storage & Accessories,Saura,72.0,72.0,Containers Sets,5.0
8745,Snacks & Branded Foods,"Spreads, Sauces, Ketchup",Alpino,349.0,349.0,Choco & Nut Spread,4.2
8746,Snacks & Branded Foods,"Noodle, Pasta, Vermicelli",MAGGI ,23.0,25.0,Instant Pasta,4.2
8747,Beauty & Hygiene,Fragrances & Deos,Playboy,792.0,990.0,Gift Sets,3.0
8748,"Foodgrains, Oil & Masala","Salt, Sugar & Jaggery",Sugar free,135.0,135.0,Sugarfree Sweeteners,4.2
8749,Gourmet & World Food,Chocolates & Biscuits,Marshmelts,279.0,299.0,"Marshmallow, Candy, Jelly",3.2
8750,Baby Care,Diapers & Wipes,Mamypoko,975.0,1499.0,Diapers,4.3
8751,Beauty & Hygiene,Men's Grooming,Yardley London,174.25,205.0,Talc,4.3
8752,Cleaning & Household,"Disposables, Garbage Bag",Freshee,180.0,180.0,"Paper Napkin, Tissue Box",4.0
8753,"Kitchen, Garden & Pets",Pet Food & Accessories,Drools,191.25,225.0,Pet Feeding Support,3.9434095831792573
8754,Beauty & Hygiene,Bath & Hand Wash,Dettol,219.0,219.0,Bathing Bars & Soaps,4.3
8755,"Foodgrains, Oil & Masala",Masalas & Spices,Dabur,45.6,48.0,Cooking Pastes,4.3
8756,Beauty & Hygiene,Hair Care,StBotanica,675.0,675.0,Hair Oil & Serum,3.5
8757,Beauty & Hygiene,Skin Care,Kaya Youth,69.3,99.0,Face Care,3.9
8758,Gourmet & World Food,Cooking & Baking Needs,Sprig,664.05,699.0,"Herbs, Seasonings & Rubs",4.0
8759,"Kitchen, Garden & Pets",Steel Utensils,Classic Essentials,2499.0,5999.0,Plates & Tumblers,3.4
8760,Beauty & Hygiene,Health & Medicine,ORGANIC INDIA,255.0,255.0,Supplements & Proteins,3.9
8761,Snacks & Branded Foods,Breakfast Cereals,RiteBite Max Protein,950.0,950.0,Granola & Cereal Bars,4.3
8762,Beauty & Hygiene,Hair Care,Garnier,80.0,80.0,Hair Color,4.2
8763,Beauty & Hygiene,Fragrances & Deos,Nivea Men,245.0,250.0,Men's Deodorants,4.1
8764,"Foodgrains, Oil & Masala",Edible Oils & Ghee,Sundrop,2550.0,2550.0,Other Edible Oils,4.2
8765,"Foodgrains, Oil & Masala",Dry Fruits,FabBox,180.0,180.0,Other Dry Fruits,3.0
8766,Beauty & Hygiene,Skin Care,Nectar Valley,325.0,325.0,Aromatherapy,5.0
8767,Gourmet & World Food,Drinks & Beverages,Sakurafresh,1298.0,1298.0,"Aerated, Still, Sparkling",3.9434095831792573
8768,Cleaning & Household,Fresheners & Repellents,Mr Nomo,199.0,199.0,Air Freshener,3.9434095831792573
8769,Snacks & Branded Foods,Snacks & Namkeen,ACT II,92.0,92.0,Chips & Corn Snacks,4.1
8770,"Foodgrains, Oil & Masala","Atta, Flours & Sooji",Elite,60.0,60.0,"Sooji, Maida & Besan",4.2
8771,"Foodgrains, Oil & Masala",Organic Staples,Organic Tattva,180.5,190.0,Organic Dals & Pulses,4.2
8772,Beauty & Hygiene,Bath & Hand Wash,BB Home,95.0,110.0,Bathing Accessories,4.2
8773,Cleaning & Household,Fresheners & Repellents,Odonil ,266.0,380.0,Air Freshener,4.2
8774,Gourmet & World Food,"Pasta, Soup & Noodles",Anmara,396.0,495.0,Pastas & Spaghetti,3.9434095831792573
8775,Snacks & Branded Foods,Chocolates & Candies,RiteBite Max Protein,65.0,65.0,Granola & Cereal Bars,4.2
8776,Fruits & Vegetables,Cuts & Sprouts,Fresho,33.0,41.25,Cut & Peeled Veggies,3.9434095831792573
8777,Cleaning & Household,Stationery,B Vishal,29.4,30.0,"Scissor, Glue & Tape",3.5
8778,"Foodgrains, Oil & Masala","Salt, Sugar & Jaggery",NaturoBell,180.0,180.0,Salts,4.2
8779,"Kitchen, Garden & Pets",Steel Utensils,Signoraware,565.0,565.0,Steel Lunch Boxes,4.4
8780,Cleaning & Household,"Disposables, Garbage Bag",BB Home,48.0,72.0,"Paper Napkin, Tissue Box",4.1
8781,Gourmet & World Food,"Snacks, Dry Fruits, Nuts",Disano,499.03,660.0,Dry Fruits & Berries,3.9434095831792573
8782,Cleaning & Household,Fresheners & Repellents,Wonder Fresh ,58.0,58.0,Air Freshener,3.9434095831792573
8783,Baby Care,Feeding & Nursing,Pigeon Baby,599.0,599.0,Sippers & Bottles,3.9434095831792573
8784,Snacks & Branded Foods,Snacks & Namkeen,ACT II,22.5,25.0,Chips & Corn Snacks,4.2
8785,Snacks & Branded Foods,Ready To Cook & Eat,Fazlani Foods,99.0,99.0,Heat & Eat Ready Meals,4.1
8786,Beauty & Hygiene,Skin Care,Fuschia,225.0,250.0,Face Care,3.0
8787,Cleaning & Household,All Purpose Cleaners,Lizol,809.0,809.0,Floor & Other Cleaners,4.3
8788,Gourmet & World Food,Drinks & Beverages,Hoegaarden 0.0,100.0,100.0,"Non-Alcoholic Beer, Wine",4.2
8789,Snacks & Branded Foods,Chocolates & Candies,Cadbury,89.1,99.0,Chocolates,4.2
8790,Baby Care,Baby Accessories,Pigeon Baby,249.0,249.0,Soothers & Teethers,3.9434095831792573
8791,Gourmet & World Food,Cooking & Baking Needs,Nutty Yogi,149.0,149.0,Flours & Pre-Mixes,4.3
8792,Gourmet & World Food,Cooking & Baking Needs,Slurrp Farm,149.0,149.0,Flours & Pre-Mixes,4.2
8793,"Bakery, Cakes & Dairy",Cakes & Pastries,BHealthy,299.0,299.0,Tea Cakes & Slice Cakes,3.9434095831792573
8794,Fruits & Vegetables,Cuts & Sprouts,Fresho,45.0,56.25,Cut & Peeled Veggies,3.9434095831792573
8795,"Foodgrains, Oil & Masala",Dry Fruits,Organic Origins,300.0,300.0,Other Dry Fruits,3.9434095831792573
8796,Gourmet & World Food,Cooking & Baking Needs,On1y,99.0,99.0,"Herbs, Seasonings & Rubs",4.3
8797,Beauty & Hygiene,Oral Care,Johnson's baby,28.05,33.0,Toothbrush,4.1
8798,Cleaning & Household,Stationery,Wonder,151.0,151.0,"Scissor, Glue & Tape",3.9
8799,"Kitchen, Garden & Pets",Cookware & Non Stick,Anjali,499.0,695.0,Kadai & Fry Pans,2.8
8800,Beauty & Hygiene,Fragrances & Deos,Ajmal,600.0,750.0,Attar,3.8
8801,Cleaning & Household,"Disposables, Garbage Bag",Paseo,95.0,95.0,Toilet Paper,3.8
8802,Beverages,Tea,24 Mantra,57.0,95.0,Tea Bags,4.2
8803,Snacks & Branded Foods,"Noodle, Pasta, Vermicelli",Manna ,25.0,25.0,Vermicelli,3.9
8804,Beauty & Hygiene,Skin Care,Fizzy Fern,590.75,695.0,Face Care,4.0
8805,Cleaning & Household,All Purpose Cleaners,Harpic,299.0,370.0,Toilet Cleaners,3.9434095831792573
8806,Beverages,Energy & Soft Drinks,Bindu,35.0,35.0,Cold Drinks,4.1
8807,Gourmet & World Food,Dairy & Cheese,Fresho Signature,797.4,886.0,International Cheese,3.9434095831792573
8808,Cleaning & Household,"Mops, Brushes & Scrubs",Good Home,30.0,30.0,"Utensil Scrub-Pad, Glove",3.9
8809,Gourmet & World Food,Cooking & Baking Needs,As Chefs Cook,139.5,155.0,"Curry Paste, Coconut Milk",2.3
8810,Beverages,Coffee,EASY COFFEE,120.0,120.0,Ground Coffee,3.7
8811,Gourmet & World Food,"Pasta, Soup & Noodles",Colavita,210.0,210.0,Pastas & Spaghetti,5.0
8812,Beauty & Hygiene,Skin Care,INATUR ,269.5,385.0,Aromatherapy,3.9434095831792573
8813,Snacks & Branded Foods,Ready To Cook & Eat,Grami Superfoods,118.0,118.0,Breakfast & Snack Mixes,3.9434095831792573
8814,Cleaning & Household,Fresheners & Repellents,Baygon,248.0,266.0,Insect Repellent,4.0
8815,Gourmet & World Food,Rice & Rice Products,Nourish You,185.0,185.0,Quinoa & Grains,3.9434095831792573
8816,Beauty & Hygiene,Men's Grooming,Garnier Men,89.1,99.0,Face & Body,4.1
8817,"Kitchen, Garden & Pets",Steel Utensils,Joyo Steel,89.0,139.0,Steel Storage Containers,4.0
8818,Snacks & Branded Foods,Frozen Veggies & Snacks,GOELD,57.5,115.0,Frozen Indian Breads,3.8
8819,Gourmet & World Food,"Snacks, Dry Fruits, Nuts",Happilo,304.0,380.0,Dry Fruits & Berries,3.9434095831792573
8820,"Kitchen, Garden & Pets",Pet Food & Accessories,Himalaya Pet Care,520.0,520.0,Pet Cleaning & Grooming,4.3
8821,Snacks & Branded Foods,Ready To Cook & Eat,Keya,60.0,60.0,Soups,3.8
8822,Cleaning & Household,Bins & Bathroom Ware,Nakoda,249.0,262.0,Buckets & Mugs,5.0
8823,Beauty & Hygiene,Feminine Hygiene,Sirona,200.6,295.0,Tampons & Menstrual Cups,4.8
8824,Baby Care,Baby Bath & Hygiene,Johnson's baby,90.25,95.0,Baby Bath,4.4
8825,Cleaning & Household,Bins & Bathroom Ware,Aristo,109.0,128.0,"Laundry, Storage Baskets",2.7
8826,Beauty & Hygiene,Men's Grooming,Embark,295.0,295.0,Men's Deodorants,2.0
8827,Cleaning & Household,"Mops, Brushes & Scrubs",Gala,1299.0,1699.0,"Mops, Wipers",2.7
8828,"Foodgrains, Oil & Masala",Rice & Rice Products,bb Royal,190.0,218.0,Basmati Rice,3.7
8829,Beauty & Hygiene,Health & Medicine,Patanjali,25.0,25.0,Ayurveda,3.9434095831792573
8830,Cleaning & Household,Stationery,Hm International,149.0,149.0,Exam Pads & Pencil Box,3.9434095831792573
8831,"Kitchen, Garden & Pets",Pet Food & Accessories,BTN Sports,1450.0,1450.0,Health Supplements,3.9434095831792573
8832,Beauty & Hygiene,Bath & Hand Wash,Khadi Natural,70.0,70.0,Bathing Bars & Soaps,4.5
8833,Beauty & Hygiene,Bath & Hand Wash,Godrej No.1,79.8,84.0,Bathing Bars & Soaps,4.3
8834,Gourmet & World Food,"Sauces, Spreads & Dips",Montanini,395.0,395.0,Mustard & Cheese Sauces,5.0
8835,"Foodgrains, Oil & Masala",Masalas & Spices,Just A Minute,60.0,60.0,Blended Masalas,3.9434095831792573
8836,Beauty & Hygiene,Bath & Hand Wash,Mysore Sandal,75.0,75.0,Hand Wash & Sanitizers,4.0
8837,Beauty & Hygiene,Fragrances & Deos,Paris,475.0,500.0,Body Sprays & Mists,3.9434095831792573
8838,Beauty & Hygiene,Skin Care,Aroma Magic ,300.0,400.0,Aromatherapy,3.9434095831792573
8839,Beauty & Hygiene,Health & Medicine,Kerala Ayurveda,105.0,105.0,Ayurveda,3.9434095831792573
8840,Beauty & Hygiene,Bath & Hand Wash,Fiama,55.0,55.0,Shower Gel & Body Wash,4.1
8841,Cleaning & Household,Detergents & Dishwash,Godrej Protekt,232.5,310.0,Dishwash Liquids & Pastes,4.2
8842,Gourmet & World Food,"Sauces, Spreads & Dips",Appitas,95.0,95.0,Nachos & Chips,2.8
8843,Gourmet & World Food,Oils & Vinegar,Colavita,5100.0,5100.0,"Pure, Pomace Olive Oil",3.9434095831792573
8844,Beauty & Hygiene,Men's Grooming,Nike,265.05,279.0,Men's Deodorants,3.9434095831792573
8845,Cleaning & Household,Stationery,Cartini,123.0,125.0,"Scissor, Glue & Tape",3.7
8846,"Kitchen, Garden & Pets",Crockery & Cutlery,JCPL,179.0,229.0,"Cups, Mugs & Tumblers",4.2
8847,Snacks & Branded Foods,Breakfast Cereals,True Elements,558.0,700.0,Oats & Porridge,3.9434095831792573
8848,Cleaning & Household,All Purpose Cleaners,ELBOW GREASE,299.0,299.0,Imported Cleaners,3.9434095831792573
8849,Snacks & Branded Foods,Biscuits & Cookies,Dukes,22.5,45.0,Cream Biscuits & Wafers,4.2
8850,Snacks & Branded Foods,Snacks & Namkeen,To Be Honest,135.0,135.0,Chips & Corn Snacks,3.9434095831792573
8851,Cleaning & Household,All Purpose Cleaners,Raho Safe,249.0,349.0,Floor & Other Cleaners,4.0
8852,Cleaning & Household,Fresheners & Repellents,CamPure,199.0,199.0,Camphor & Wicks,4.3
8853,Beauty & Hygiene,Health & Medicine,SIDDHAYU,345.0,345.0,Ayurveda,3.9434095831792573
8854,Beauty & Hygiene,Bath & Hand Wash,Palmolive,298.52,398.0,Shower Gel & Body Wash,4.3
8855,Cleaning & Household,Detergents & Dishwash,Herbal Strategi,90.0,90.0,Dishwash Liquids & Pastes,4.1
8856,"Foodgrains, Oil & Masala","Atta, Flours & Sooji",bb Royal,426.0,600.0,Atta Whole Wheat,4.0
8857,Gourmet & World Food,"Snacks, Dry Fruits, Nuts",Tong Garden,45.0,45.0,Roasted Seeds & Nuts,4.4
8858,Gourmet & World Food,"Snacks, Dry Fruits, Nuts",Mantra,70.0,70.0,Roasted Seeds & Nuts,4.5
8859,"Foodgrains, Oil & Masala",Organic Staples,bb Royal,135.0,190.0,Organic Flours,3.9434095831792573
8860,Cleaning & Household,"Mops, Brushes & Scrubs",York,103.5,115.0,"Utensil Scrub-Pad, Glove",3.5
8861,Beauty & Hygiene,Men's Grooming,Axe,315.0,450.0,Perfume,4.0
8862,Gourmet & World Food,Drinks & Beverages,Urban Platter,285.0,300.0,Cocktail Mixes,3.9434095831792573
8863,Gourmet & World Food,"Sauces, Spreads & Dips",La Vieja Fabrica,340.0,340.0,"Jams, Marmalade, Spreads",2.0
8864,"Kitchen, Garden & Pets",Storage & Accessories,Nayasa,249.0,329.0,Water & Fridge Bottles,4.7
8865,Snacks & Branded Foods,Snacks & Namkeen,Saffola,18.0,18.0,Oats & Porridge,4.1
8866,"Kitchen, Garden & Pets",Steel Utensils,Frestol,549.0,1505.0,Plates & Tumblers,3.4
8867,"Foodgrains, Oil & Masala",Organic Staples,bb Royal,99.0,119.0,"Organic Rice, Other Rice",4.0
8868,Gourmet & World Food,"Snacks, Dry Fruits, Nuts",Yoga bar,40.0,40.0,"Healthy, Baked Snacks",3.9434095831792573
8869,Beauty & Hygiene,Skin Care,Himalaya,146.25,195.0,Face Care,4.2
8870,Cleaning & Household,Bins & Bathroom Ware,Flair,79.0,145.0,"Laundry, Storage Baskets",2.0
8871,Cleaning & Household,Fresheners & Repellents,Good knight,45.0,45.0,Mosquito Repellent,4.0
