,category,sub_category,brand,sale_price,market_price,type,rating
24649,Cleaning & Household,All Purpose Cleaners,Emami,80.75,95.0,Floor & Other Cleaners,3.8
24650,Cleaning & Household,Detergents & Dishwash,PureCult,244.3,349.0,"Fabric Pre, Post Wash",3.9434095831792573
24651,Snacks & Branded Foods,Biscuits & Cookies,Sunfeast,90.5,100.0,"Marie, Health, Digestive",3.9434095831792573
24652,Beauty & Hygiene,Hair Care,Kaya Clinic,679.15,799.0,Hair Oil & Serum,4.5
24653,Snacks & Branded Foods,Pickles & Chutney,Ruchi,80.0,80.0,Lime & Mango Pickle,4.3
24654,"Kitchen, Garden & Pets",Storage & Accessories,Big Plastics,249.0,396.0,Containers Sets,4.5
24655,"Foodgrains, Oil & Masala",Dry Fruits,Salonik,299.0,299.0,Other Dry Fruits,3.7
24656,Cleaning & Household,"Mops, Brushes & Scrubs",Polyguards,170.0,170.0,Toilet & Other Brushes,3.4
24657,"Kitchen, Garden & Pets",Crockery & Cutlery,Corelle,2289.0,2790.0,Plates & Bowls,3.9434095831792573
24658,"Bakery, Cakes & Dairy",Dairy,Amul,60.0,65.0,"Paneer, Tofu & Cream",4.0
24659,Beauty & Hygiene,Skin Care,It's Skin,891.0,990.0,Face Care,3.9434095831792573
24660,Beauty & Hygiene,Health & Medicine,Jiva Ayurveda,107.0,107.0,Everyday Medicine,3.0
24661,Beauty & Hygiene,Hair Care,Pantene,385.0,550.0,Shampoo & Conditioner,4.0
24662,Gourmet & World Food,Chocolates & Biscuits,Toblerone,199.0,199.0,International Chocolates,4.0
24663,Snacks & Branded Foods,Ready To Cook & Eat,MTR,36.0,75.0,Breakfast & Snack Mixes,4.1
24664,Cleaning & Household,"Mops, Brushes & Scrubs",IRICH,2495.0,2495.0,"Mops, Wipers",3.9434095831792573
24665,Beauty & Hygiene,Feminine Hygiene,Sirona,599.25,799.0,Tampons & Menstrual Cups,3.4
24666,Beauty & Hygiene,Bath & Hand Wash,Lifebuoy,89.0,89.0,Shower Gel & Body Wash,4.2
24667,Beauty & Hygiene,Fragrances & Deos,Yardley London,199.0,398.0,Women's Deodorants,4.1
24668,Beauty & Hygiene,Hair Care,Morpheme Remedies,849.0,999.0,Hair Oil & Serum,3.9434095831792573
24669,"Kitchen, Garden & Pets",Pet Food & Accessories,Captain Zack,390.0,390.0,Pet Cleaning & Grooming,3.9434095831792573
24670,Beverages,Coffee,Hatti Kaapi,120.0,120.0,Ground Coffee,4.1
24671,Gourmet & World Food,"Snacks, Dry Fruits, Nuts",Parle,5.0,5.0,Nachos & Chips,4.1
24672,Snacks & Branded Foods,"Spreads, Sauces, Ketchup",Dr. Oetker,75.0,75.0,Mayonnaise,4.2
24673,Beverages,"Health Drink, Supplement",Horlicks,648.0,727.0,Kids (5+Yrs),3.9434095831792573
24674,Cleaning & Household,"Mops, Brushes & Scrubs",Adithya,105.0,105.0,"Mops, Wipers",4.0
24675,Cleaning & Household,All Purpose Cleaners,Caremate,130.0,130.0,Imported Cleaners,4.1
24676,Snacks & Branded Foods,Frozen Veggies & Snacks,Safal,75.0,75.0,Frozen Veg Snacks,4.0
24677,Beauty & Hygiene,Bath & Hand Wash,Vivel,139.2,174.0,Bathing Bars & Soaps,4.2
24678,Snacks & Branded Foods,Snacks & Namkeen,Sanjay ,65.0,65.0,Namkeen & Savoury Snacks,3.9
24679,Gourmet & World Food,"Snacks, Dry Fruits, Nuts",Makino,46.9,70.0,Nachos & Chips,4.4
24680,Snacks & Branded Foods,"Spreads, Sauces, Ketchup",Sundrop,285.0,300.0,Choco & Nut Spread,4.2
24681,Snacks & Branded Foods,"Noodle, Pasta, Vermicelli",Sunfeast YiPPee!,50.0,50.0,Cup Noodles,3.8
24682,"Foodgrains, Oil & Masala",Masalas & Spices,Just A Minute,55.0,55.0,Blended Masalas,3.9434095831792573
24683,Beauty & Hygiene,Fragrances & Deos,Wild Stone,189.05,199.0,Men's Deodorants,4.5
24684,Snacks & Branded Foods,Ready To Cook & Eat,Kitchens Of India,95.0,100.0,Heat & Eat Ready Meals,3.6
24685,Gourmet & World Food,Dairy & Cheese,Baskin Robbins,265.5,295.0,Gourmet Ice Cream,3.9434095831792573
24686,Beauty & Hygiene,Bath & Hand Wash,Fiama,108.9,110.0,Shower Gel & Body Wash,3.9434095831792573
24687,"Kitchen, Garden & Pets",Crockery & Cutlery,Treo,179.0,225.0,Glassware,4.3
24688,"Bakery, Cakes & Dairy",Cakes & Pastries,Fresho Signature,345.75,408.0,Tea Cakes & Slice Cakes,3.9434095831792573
24689,"Kitchen, Garden & Pets",Storage & Accessories,Pinnacle,439.0,550.0,Containers Sets,4.8
24690,"Foodgrains, Oil & Masala",Dals & Pulses,Himalayan Natives,84.15,99.0,"Toor, Channa & Moong Dal",4.0
24691,Gourmet & World Food,Cooking & Baking Needs,NUTRIWISH,350.0,350.0,"Herbs, Seasonings & Rubs",2.9
24692,Snacks & Branded Foods,Chocolates & Candies,ALPENLIEBE,75.0,75.0,"Toffee, Candy & Lollypop",4.3
24693,"Kitchen, Garden & Pets",Steel Utensils,Joyo Steel,249.0,399.0,Steel Storage Containers,4.1
24694,Beauty & Hygiene,Men's Grooming,Kamasutra,168.0,210.0,Men's Deodorants,4.3
24695,Beauty & Hygiene,Men's Grooming,QRAA,210.0,210.0,Moustache & Beard Care,2.0
24696,Gourmet & World Food,"Sauces, Spreads & Dips",Spirit of the Tribe,379.05,399.0,Honey & Maple Syrup,3.9434095831792573
24697,Snacks & Branded Foods,Chocolates & Candies,Uns,295.0,295.0,Chocolates,2.5
24698,Beauty & Hygiene,Skin Care,Ponds,95.04,99.0,Face Care,4.2
24699,"Bakery, Cakes & Dairy",Dairy,Heritage,382.5,450.0,Cheese,3.9434095831792573
24700,"Kitchen, Garden & Pets",Kitchen Accessories,Pigeon,249.0,545.0,Choppers & Graters,3.9
24701,Beauty & Hygiene,Men's Grooming,Park avenue,159.2,199.0,Men's Deodorants,3.4
24702,Cleaning & Household,"Mops, Brushes & Scrubs",Dishmatic,249.0,249.0,"Utensil Scrub-Pad, Glove",3.9434095831792573
24703,Cleaning & Household,Car & Shoe Care,Aer,164.5,175.0,Car Freshener,3.5
24704,Beauty & Hygiene,Health & Medicine,Meghdoot,150.0,150.0,Ayurveda,3.9434095831792573
24705,Snacks & Branded Foods,Indian Mithai,Aura,40.0,40.0,Chikki & Gajjak,3.0
24706,Gourmet & World Food,Oils & Vinegar,Monini,1300.0,1300.0,Flavoured & Other Oils,5.0
24707,"Foodgrains, Oil & Masala",Edible Oils & Ghee,Nandini,217.0,235.0,Ghee & Vanaspati,4.1
24708,"Kitchen, Garden & Pets",Storage & Accessories,DP,310.0,310.0,Water & Fridge Bottles,3.9434095831792573
24709,Gourmet & World Food,Cereals & Breakfast,GoodDiet,249.0,325.0,Cereal & Granola Bars,3.9434095831792573
24710,Snacks & Branded Foods,Chocolates & Candies,Amul,140.0,150.0,Chocolates,4.1
24711,"Bakery, Cakes & Dairy",Dairy,Amul,218.0,244.0,Cheese,4.2
24712,"Kitchen, Garden & Pets",Crockery & Cutlery,BB Home,99.0,169.0,"Cutlery, Spoon & Fork",3.9
24713,Beauty & Hygiene,Health & Medicine,Baidyanath,175.0,175.0,Supplements & Proteins,5.0
24714,"Foodgrains, Oil & Masala",Dals & Pulses,bb Royal,28.0,35.0,Urad & Other Dals,4.0
24715,"Kitchen, Garden & Pets",Storage & Accessories,DP,249.0,459.0,Water & Fridge Bottles,4.3
24716,"Kitchen, Garden & Pets",Cookware & Non Stick,Hawkins,2232.0,2325.0,Pressure Cookers,3.9434095831792573
24717,Gourmet & World Food,Chocolates & Biscuits,Delfi Twister,275.0,275.0,"Cookies, Biscotti, Wafer",4.6
24718,"Kitchen, Garden & Pets",Storage & Accessories,Asian,249.0,410.0,Lunch Boxes,3.0
24719,Beauty & Hygiene,Health & Medicine,Dabur,144.0,144.0,Ayurveda,3.9434095831792573
24720,Cleaning & Household,Fresheners & Repellents,Baygon,98.0,98.0,Insect Repellent,3.9
24721,Beauty & Hygiene,Bath & Hand Wash,Santoor,232.37,279.0,Bathing Bars & Soaps,3.9434095831792573
24722,Gourmet & World Food,Drinks & Beverages,TGL Co.,216.0,300.0,Gourmet Tea & Tea Bags,3.9434095831792573
24723,"Foodgrains, Oil & Masala",Masalas & Spices,bb Royal,149.0,180.0,Organic Masalas & Spices,4.0
24724,"Kitchen, Garden & Pets",Crockery & Cutlery,Servewell,2795.0,2795.0,Dinner Sets,2.8
24725,"Kitchen, Garden & Pets",Crockery & Cutlery,Wood & Kemp,49.0,49.0,Plates & Bowls,5.0
24726,Beauty & Hygiene,Fragrances & Deos,Udy,1200.0,1200.0,Body Sprays & Mists,3.8
24727,Beauty & Hygiene,Skin Care,Mamaearth,1147.0,1147.0,Face Care,3.9434095831792573
24728,Beverages,Fruit Juices & Drinks,Kapiva Ayurveda,495.0,550.0,"Unsweetened, Cold Press",4.4
24729,Beauty & Hygiene,Men's Grooming,Spruce Shave Club,449.0,449.0,Moustache & Beard Care,3.9434095831792573
24730,"Kitchen, Garden & Pets",Crockery & Cutlery,Claycraft,502.0,502.0,"Cups, Mugs & Tumblers",1.0
24731,Beauty & Hygiene,Skin Care,Lakme,199.2,249.0,Body Care,3.9
24732,Snacks & Branded Foods,Ready To Cook & Eat,Nilons,55.0,55.0,Breakfast & Snack Mixes,3.9434095831792573
24733,Snacks & Branded Foods,Breakfast Cereals,RiteBite Max Protein,670.0,670.0,Granola & Cereal Bars,4.3
24734,Beauty & Hygiene,Men's Grooming,Nivea,159.2,199.0,Women's Deodorants,4.2
24735,Beauty & Hygiene,Men's Grooming,Nike,223.2,279.0,Men's Deodorants,3.9434095831792573
24736,"Kitchen, Garden & Pets",Storage & Accessories,Ratan,99.0,99.0,Water & Fridge Bottles,3.9434095831792573
24737,Gourmet & World Food,"Snacks, Dry Fruits, Nuts",Cornitos,34.0,40.0,Roasted Seeds & Nuts,4.3
24738,Cleaning & Household,Bins & Bathroom Ware,Nakoda,416.0,416.0,Dustbins,2.8
24739,Gourmet & World Food,Tinned & Processed Food,BENGAMESE,199.0,199.0,Tomatoes & Vegetables,5.0
24740,Beauty & Hygiene,Bath & Hand Wash,Soulflower,378.0,450.0,Bath Salts & Oils,5.0
24741,"Kitchen, Garden & Pets",Steel Utensils,BB Home,419.0,589.0,Plates & Tumblers,3.9434095831792573
24742,"Kitchen, Garden & Pets",Steel Utensils,BB Home,599.0,999.0,Copper Utensils,3.9434095831792573
24743,Snacks & Branded Foods,Biscuits & Cookies,Sunfeast,67.5,75.0,"Marie, Health, Digestive",4.4
24744,"Kitchen, Garden & Pets",Kitchen Accessories,Gift Basket,240.0,240.0,Kitchen Tools & Other Accessories,1.0
24745,Beauty & Hygiene,Skin Care,Dot & Key,645.0,645.0,Face Care,5.0
24746,Gourmet & World Food,"Sauces, Spreads & Dips",Bechef,160.0,200.0,Thai & Asian Sauces,2.0
24747,Beauty & Hygiene,Skin Care,Oriental Botanics,427.0,449.0,Face Care,2.0
24748,Cleaning & Household,Bins & Bathroom Ware,Jai Veer,399.0,449.0,Dustbins,3.3
24749,Snacks & Branded Foods,Breakfast Cereals,Saffola,15.0,15.0,Oats & Porridge,4.2
24750,Beauty & Hygiene,Men's Grooming,Beardo,230.0,250.0,Face & Body,3.8
24751,"Foodgrains, Oil & Masala",Masalas & Spices,Keya,99.0,99.0,Blended Masalas,3.6
24752,Snacks & Branded Foods,Snacks & Namkeen,Pringles,91.08,99.0,Chips & Corn Snacks,4.2
24753,Beauty & Hygiene,Bath & Hand Wash,Santoor,64.4,70.0,Hand Wash & Sanitizers,4.3
24754,Cleaning & Household,Stationery,Parksons,38.0,50.0,Games & Calculators,3.8
24755,"Kitchen, Garden & Pets",Storage & Accessories,JOYO,269.0,517.0,Racks & Holders,4.1
24756,Gourmet & World Food,"Snacks, Dry Fruits, Nuts",Epiphany Snacks,889.0,889.0,"Healthy, Baked Snacks",3.9434095831792573
24757,Beauty & Hygiene,Oral Care,Sensodyne,325.36,350.0,Toothpaste,4.4
24758,"Foodgrains, Oil & Masala",Masalas & Spices,Badshah,41.0,41.0,Blended Masalas,4.1
24759,Beauty & Hygiene,Skin Care,StBotanica,669.0,669.0,Face Care,3.0
24760,Cleaning & Household,Fresheners & Repellents,Baygon,160.0,160.0,Insect Repellent,3.9
24761,Beauty & Hygiene,Skin Care,Aroma Magic ,525.0,525.0,Aromatherapy,3.9434095831792573
24762,"Foodgrains, Oil & Masala",Masalas & Spices,bb Royal,145.0,200.0,Whole Spices,3.9434095831792573
24763,"Foodgrains, Oil & Masala",Organic Staples,24 Mantra,65.0,65.0,Organic Flours,4.0
24764,Gourmet & World Food,"Sauces, Spreads & Dips",Habanero,265.5,295.0,"Hummus, Cheese, Salsa Dip",3.9434095831792573
24765,Snacks & Branded Foods,Pickles & Chutney,Graminway,139.0,139.0,Other Veg Pickle,3.5
24766,"Foodgrains, Oil & Masala",Masalas & Spices,Ssp,160.0,160.0,Powdered Spices,4.3
24767,"Kitchen, Garden & Pets",Crockery & Cutlery,Cello,335.0,335.0,Glassware,3.9434095831792573
24768,Beauty & Hygiene,Feminine Hygiene,Veet,179.1,199.0,Hair Removal,5.0
24769,"Kitchen, Garden & Pets",Crockery & Cutlery,Claycraft,139.0,175.0,"Cups, Mugs & Tumblers",3.6
24770,Gourmet & World Food,Chocolates & Biscuits,Fox'S,99.0,99.0,"Marshmallow, Candy, Jelly",4.9
24771,Beauty & Hygiene,Skin Care,Organic Harvest,112.5,125.0,Face Care,4.5
24772,Gourmet & World Food,"Pasta, Soup & Noodles",Samyang,125.0,125.0,Imported Noodles,4.7
24773,Beauty & Hygiene,Men's Grooming,Nivea Men,245.0,250.0,Men's Deodorants,4.1
24774,Snacks & Branded Foods,Frozen Veggies & Snacks,Amul Happy Treats,150.0,160.0,Frozen Veg Snacks,3.5
24775,Beverages,Energy & Soft Drinks,Schweppes,210.0,210.0,Soda & Cocktail Mix,4.2
24776,Gourmet & World Food,Oils & Vinegar,Colavita,395.0,395.0,Wine & Rice Vinegar,4.8
24777,Snacks & Branded Foods,"Noodle, Pasta, Vermicelli",Ching'S Secret,44.0,44.0,Hakka Noodles,3.3
24778,Cleaning & Household,Car & Shoe Care,Kiwi,72.0,72.0,Shoe Polish,4.3
24779,Beauty & Hygiene,Fragrances & Deos,Ajmal,255.0,399.0,Men's Deodorants,2.7
24780,Fruits & Vegetables,Cuts & Sprouts,Fresho,19.0,23.75,Cut & Peeled Veggies,3.9434095831792573
24781,Beauty & Hygiene,Hair Care,DELON,549.0,549.0,Shampoo & Conditioner,3.9434095831792573
24782,Beauty & Hygiene,Fragrances & Deos,Maryaj,834.5,1669.0,Eau De Parfum,3.9434095831792573
